author,name,rank,date
Gucci Mane Featuring Migos,I Get The Bag,72,2018
"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",No Brainer,73,2018
A$AP Ferg Featuring Nicki Minaj,Plain Jane,74,2018
Miguel Featuring Travis Scott,Sky Walker,75,2018
Thomas Rhett,Marry Me,76,2018
"benny blanco, Halsey & Khalid",Eastside,77,2018
The Weeknd,Call Out My Name,78,2018
"Jay Rock, Kendrick Lamar, Future & James Blake",King's Dead,79,2018
Marshmello & Bastille,Happier,80,2018
"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",Te Bote,81,2018
Florida Georgia Line,Simple,82,2018
N*E*R*D & Rihanna,Lemon,83,2018
Logic Featuring Alessia Cara & Khalid,1-800-273-8255,84,2018
Justin Timberlake Featuring Chris Stapleton,Say Something,85,2018
Drake,I'm Upset,86,2018
Kenny Chesney,Get Along,87,2018
XXXTENTACION,Moonlight,88,2018
Maroon 5 Featuring SZA,What Lovers Do,89,2018
Nicky Jam x J Balvin,X,90,2018
YoungBoy Never Broke Again,Outside Today,91,2018
Ella Mai,Trip,92,2018
Daddy Yankee,Dura,93,2018
XXXTENTACION,Changes,94,2018
Brett Young,Mercy,95,2018
Luke Combs,One Number Away,96,2018
Rae Sremmurd & Juicy J,Powerglide,97,2018
Dua Lipa,IDGAF,98,2018
J Balvin & Willy William Featuring Beyonce,Mi Gente,99,2018
Imagine Dragons,Believer,100,2018
Lil Nas X Featuring Billy Ray Cyrus,Old Town Road,1,2019
Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),2,2019
Halsey,Without Me,3,2019
Billie Eilish,Bad Guy,4,2019
Post Malone,Wow.,5,2019
Marshmello & Bastille,Happier,6,2019
Ariana Grande,7 Rings,7,2019
Khalid,Talk,8,2019
Travis Scott,Sicko Mode,9,2019
Jonas Brothers,Sucker,10,2019
Panic! At The Disco,High Hopes,11,2019
Ariana Grande,"Thank U, Next",12,2019
Lizzo,Truth Hurts,13,2019
Sam Smith & Normani,Dancing With A Stranger,14,2019
Shawn Mendes & Camila Cabello,Senorita,15,2019
Ed Sheeran & Justin Bieber,I Don't Care,16,2019
"benny blanco, Halsey & Khalid",Eastside,17,2019
Meek Mill Featuring Drake,Going Bad,18,2019
Lady Gaga & Bradley Cooper,Shallow,19,2019
Khalid,Better,20,2019
Chris Brown Featuring Drake,No Guidance,21,2019
Maroon 5 Featuring Cardi B,Girls Like You,22,2019
Ava Max,Sweet But Psycho,23,2019
DaBaby,Suge,24,2019
J. Cole,Middle Child,25,2019
Lil Baby & Gunna,Drip Too Hard,26,2019
Lewis Capaldi,Someone You Loved,27,2019
Lil Tecca,Ran$om,28,2019
Shawn Mendes,If I Can't Have You,29,2019
Post Malone Featuring Young Thug,Goodbyes,30,2019
Kodak Black Featuring Travis Scott & Offset,ZEZE,31,2019
Post Malone,Better Now,32,2019
5 Seconds Of Summer,Youngblood,33,2019
Drake Featuring Rick Ross,Money In The Grave,34,2019
Dan + Shay,Speechless,35,2019
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",36,2019
Cardi B & Bruno Mars,Please Me,37,2019
Cardi B,Money,38,2019
Taylor Swift,You Need To Calm Down,39,2019
Lil Nas X,Panini,40,2019
A Boogie Wit da Hoodie,Look Back At It,41,2019
21 Savage,A Lot,42,2019
Taylor Swift Featuring Brendon Urie,ME!,43,2019
Bad Bunny Featuring Drake,MIA,44,2019
Polo G Featuring Lil Tjay,Pop Out,45,2019
Luke Combs,Beautiful Crazy,46,2019
Blueface,Thotiana,47,2019
Juice WRLD,Lucid Dreams,48,2019
Sheck Wes,Mo Bamba,49,2019
Ed Sheeran Featuring Khalid,Beautiful People,50,2019
Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,51,2019
Morgan Wallen,Whiskey Glasses,52,2019
Blake Shelton,God's Country,53,2019
Dean Lewis,Be Alright,54,2019
Mustard & Migos,Pure Water,55,2019
Blanco Brown,The Git Up,56,2019
"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,57,2019
Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,58,2019
Calboy,Envy Me,59,2019
Lauren Daigle,You Say,60,2019
Panic! At The Disco,"Hey Look Ma, I Made It",61,2019
Post Malone,Circles,62,2019
Luke Combs,Beer Never Broke My Heart,63,2019
"Young Thug, J. Cole & Travis Scott",The London,64,2019
Daddy Yankee & Katy Perry Featuring Snow,Con Calma,65,2019
YNW Melly,Murder On My Mind,66,2019
Billie Eilish,When The Party's Over,67,2019
City Girls,Act Up,68,2019
"Cardi B, Bad Bunny & J Balvin",I Like It,69,2019
SHAED,Trampoline,70,2019
Flipp Dinero,Leave Me Alone,71,2019
Ariana Grande,Breathin,72,2019
Billie Eilish,Bury A Friend,73,2019
Lil Baby,Close Friends,74,2019
Pinkfong,Baby Shark,75,2019
Saweetie,My Type,76,2019
YK Osiris,Worth It,77,2019
Jonas Brothers,Only Human,78,2019
Luke Bryan,Knockin' Boots,79,2019
Ella Mai,Trip,80,2019
Lee Brice,Rumor,81,2019
A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,82,2019
Sam Smith,How Do You Sleep?,83,2019
Lil Baby & DaBaby,Baby,84,2019
Thomas Rhett,Look What God Gave Her,85,2019
Kane Brown,Good As You,86,2019
Offset Featuring Cardi B,Clout,87,2019
Khalid & Normani,Love Lies,88,2019
Marshmello & Kane Brown,One Thing Right,89,2019
Megan Thee Stallion Featuring DaBaby,Cash Shit,90,2019
Dan + Shay,Tequila,91,2019
NLE Choppa,Shotta Flow,92,2019
"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",Hot Girl Summer,93,2019
Florida Georgia Line,Talk You Out Of It,94,2019
Bazzi Featuring Camila Cabello,Beautiful,95,2019
Chase Rice,Eyes On You,96,2019
Dan + Shay,All To Myself,97,2019
Ariana Grande & Social House,Boyfriend,98,2019
P!nk,Walk Me Home,99,2019
Juice WRLD,Robbery,100,2019
The Weeknd,Blinding Lights,1,2020
Post Malone,Circles,2,2020
Roddy Ricch,The Box,3,2020
Dua Lipa,Don't Start Now,4,2020
DaBaby Featuring Roddy Ricch,Rockstar,5,2020
Harry Styles,Adore You,6,2020
Future Featuring Drake,Life Is Good,7,2020
Maroon 5,Memories,8,2020
Maren Morris,The Bones,9,2020
Lewis Capaldi,Someone You Loved,10,2020
Doja Cat,Say So,11,2020
Gabby Barrett Featuring Charlie Puth,I Hope,12,2020
"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",Whats Poppin,13,2020
Tones And I,Dance Monkey,14,2020
Megan Thee Stallion,Savage,15,2020
Arizona Zervas,Roxanne,16,2020
Justin Bieber Featuring Quavo,Intentions,17,2020
Billie Eilish,Everything I Wanted,18,2020
SAINt JHN,Roses,19,2020
Harry Styles,Watermelon Sugar,20,2020
Lewis Capaldi,Before You Go,21,2020
Trevor Daniel,Falling,22,2020
Dan + Shay & Justin Bieber,"10,000 Hours",23,2020
Cardi B Featuring Megan Thee Stallion,WAP,24,2020
Mustard & Roddy Ricch,Ballin',25,2020
blackbear,Hot Girl Bummer,26,2020
Lil Mosey,Blueberry Faygo,27,2020
The Weeknd,Heartless,28,2020
DaBaby,BOP,29,2020
Selena Gomez,Lose You To Love Me,30,2020
Lizzo,Good As Hell,31,2020
Drake,Toosie Slide,32,2020
Dua Lipa,Break My Heart,33,2020
Morgan Wallen,Chasin' You,34,2020
Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat),35,2020
Chris Brown Featuring Drake,No Guidance,36,2020
Camila Cabello Featuring DaBaby,My Oh My,37,2020
BTS,Dynamite,38,2020
Chris Brown & Young Thug,Go Crazy,39,2020
Roddy Ricch Featuring Mustard,High Fashion,40,2020
Drake Featuring Lil Durk,Laugh Now Cry Later,41,2020
Lil Baby,Woah,42,2020
Powfu Featuring beabadoobee,Death Bed,43,2020
Shawn Mendes & Camila Cabello,Senorita,44,2020
Travis Scott,HIGHEST IN THE ROOM,45,2020
Billie Eilish,Bad Guy,46,2020
24kGoldn Featuring iann dior,Mood,47,2020
Lady Gaga & Ariana Grande,Rain On Me,48,2020
Pop Smoke Featuring Lil Baby & DaBaby,For The Night,49,2020
Black Eyed Peas X J Balvin,RITMO (Bad Boys For Life),50,2020
Rod Wave,Heart On Ice,51,2020
Blake Shelton Duet With Gwen Stefani,Nobody But You,52,2020
SHAED,Trampoline,53,2020
Juice WRLD x Marshmello,Come & Go,54,2020
Lizzo,Truth Hurts,55,2020
JP Saxe Featuring Julia Michaels,If The World Was Ending,56,2020
Lil Baby & 42 Dugg,We Paid,57,2020
Justin Bieber,Yummy,58,2020
Old Dominion,One Man Band,59,2020
Jason Aldean,Got What I Got,60,2020
Surfaces,Sunday Best,61,2020
Eminem Featuring Juice WRLD,Godzilla,62,2020
Juice WRLD & YoungBoy Never Broke Again,Bandit,63,2020
StaySolidRocky,Party Girl,64,2020
Maddie & Tae,Die From A Broken Heart,65,2020
DJ Khaled Featuring Drake,Popstar,66,2020
Mariah Carey,All I Want For Christmas Is You,67,2020
Lee Brice,One Of Them Girls,68,2020
Sam Hunt,Hard To Forget,69,2020
Luke Bryan,One Margarita,70,2020
Lil Nas X,Panini,71,2020
Young Thug Featuring Gunna,Hot,72,2020
Carly Pearce & Lee Brice,I Hope You're Happy Now,73,2020
Lil Baby,Emotionally Scarred,74,2020
YNW Melly & Juice WRLD,Suicidal,75,2020
Lil Baby,The Bigger Picture,76,2020
Jonas Brothers,Only Human,77,2020
Pop Smoke Featuring 50 Cent & Roddy Ricch,The Woo,78,2020
Lil Baby,Sum 2 Prove,79,2020
Ariana Grande & Justin Bieber,Stuck With U,80,2020
Pop Smoke Featuring Lil Tjay,Mood Swings,81,2020
Halsey,You Should Be Sad,82,2020
Pop Smoke,Dior,83,2020
BENEE Featuring Gus Dapperton,Supalonely,84,2020
Luke Combs,Even Though I'm Leaving,85,2020
"THE SCOTTS, Travis Scott & Kid Cudi",The Scotts,86,2020
Doja Cat & Tyga,Juicy,87,2020
Kane Brown With Swae Lee & Khalid,Be Like That,88,2020
Kane Brown,Homesick,89,2020
Rod Wave Featuring ATR Son Son,Rags2Riches,90,2020
Miranda Lambert,Bluebird,91,2020
Juice WRLD,Wishing Well,92,2020
Luke Combs Featuring Eric Church,Does To Me,93,2020
Jhene Aiko,P*$$y Fairy (OTW),94,2020
Surf Mesa Featuring Emilee,ily,95,2020
Morgan Wallen,More Than My Hometown,96,2020
Luke Combs,Lovin' On You,97,2020
Moneybagg Yo,Said Sum,98,2020
H.E.R. Featuring YG,Slide,99,2020
NLE Choppa Featuring Roddy Ricch,Walk Em Down,100,2020
Dua Lipa,Levitating,1,2021
The Weeknd & Ariana Grande,Save Your Tears,2,2021
The Weeknd,Blinding Lights,3,2021
24kGoldn Featuring iann dior,Mood,4,2021
Olivia Rodrigo,Good 4 U,5,2021
Doja Cat Featuring SZA,Kiss Me More,6,2021
Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,7,2021
Olivia Rodrigo,Drivers License,8,2021
Lil Nas X,Montero (Call Me By Your Name),9,2021
Justin Bieber Featuring Daniel Caesar & Giveon,Peaches,10,2021
BTS,Butter,11,2021
The Kid LAROI & Justin Bieber,Stay,12,2021
Olivia Rodrigo,Deja Vu,13,2021
Ariana Grande,Positions,14,2021
Ed Sheeran,Bad Habits,15,2021
Glass Animals,Heat Waves,16,2021
The Kid LAROI,Without You,17,2021
Luke Combs,Forever After All,18,2021
Chris Brown & Young Thug,Go Crazy,19,2021
Masked Wolf,Astronaut In The Ocean,20,2021
Ariana Grande Feat. Doja Cat & Megan Thee Stallion,34+35,21,2021
Pop Smoke,What You Know Bout Love,22,2021
Machine Gun Kelly X blackbear,My Ex's Best Friend,23,2021
Lil Nas X & Jack Harlow,Industry Baby,24,2021
Billie Eilish,Therefore I Am,25,2021
Cardi B,Up,26,2021
Walker Hayes,Fancy Like,27,2021
Bad Bunny & Jhay Cortez,Dakiti,28,2021
Saweetie Featuring Doja Cat,Best Friend,29,2021
Polo G,Rapstar,30,2021
Giveon,Heartbreak Anniversary,31,2021
Pop Smoke Featuring Lil Baby & DaBaby,For The Night,32,2021
Lil Tjay Featuring 6LACK,Calling My Phone,33,2021
Maroon 5 Featuring Megan Thee Stallion,Beautiful Mistakes,34,2021
Justin Bieber Featuring Chance The Rapper,Holy,35,2021
Lil Baby,On Me,36,2021
Tate McRae,You Broke Me First.,37,2021
Olivia Rodrigo,Traitor,38,2021
Pooh Shiesty Featuring Lil Durk,Back In Blood,39,2021
Gabby Barrett Featuring Charlie Puth,I Hope,40,2021
BTS,Dynamite,41,2021
Moneybagg Yo,Wockesha,42,2021
Doja Cat & The Weeknd,You Right,43,2021
SpotemGottem Featuring Pooh Shiesty Or DaBaby,Beat Box,44,2021
Drake Featuring Lil Durk,Laugh Now Cry Later,45,2021
Doja Cat,Need To Know,46,2021
Drake Featuring Lil Baby,Wants And Needs,47,2021
Drake Featuring Future & Young Thug,Way 2 Sexy,48,2021
Kali Uchis,Telepatia,49,2021
CJ,Whoopty,50,2021
Internet Money & Gunna Featuring Don Toliver & NAV,Lemonade,51,2021
SZA,Good Days,52,2021
Chris Stapleton,Starting Over,53,2021
Megan Thee Stallion,Body,54,2021
Taylor Swift,Willow,55,2021
AJR,Bang!,56,2021
Luke Combs,Better Together,57,2021
Yung Bleu Featuring Drake,You're Mines Still,58,2021
DJ Khaled Featuring Lil Baby & Lil Durk,Every Chance I Get,59,2021
Wizkid Featuring Justin Bieber & Tems,Essence,60,2021
Ryan Hurd With Maren Morris,Chasing After You,61,2021
Gabby Barrett,The Good Ones,62,2021
Marshmello X Jonas Brothers,Leave Before You Love Me,63,2021
Dan + Shay,Glad You Exist,64,2021
Justin Bieber & benny blanco,Lonely,65,2021
Maneskin,Beggin',66,2021
Doja Cat,Streets,67,2021
Drake,What's Next,68,2021
Chris Young + Kane Brown,Famous Friends,69,2021
Nelly & Florida Georgia Line,Lil Bit,70,2021
Megan Thee Stallion,Thot Shit,71,2021
Roddy Ricch,Late At Night,72,2021
Ava Max,Kings & Queens,73,2021
Justin Bieber,Anyone,74,2021
Mooski,Track Star,75,2021
Moneybagg Yo,Time Today,76,2021
Megan Thee Stallion Featuring DaBaby,Cry Baby,77,2021
Mariah Carey,All I Want For Christmas Is You,78,2021
Coi Leray Featuring Lil Durk,No More Parties,79,2021
Thomas Rhett,What's Your Country Song,80,2021
Keith Urban Duet With P!nk,One Too Many,81,2021
Duncan Laurence,Arcade,82,2021
Bad Bunny,Yonaguni,83,2021
Niko Moon,Good Time,84,2021
Jason Aldean & Carrie Underwood,If I Didn't Love You,85,2021
Drake Featuring 21 Savage & Project Pat,Knife Talk,86,2021
Ariana Grande,pov,87,2021
Parmalee x Blanco Brown,Just The Way,88,2021
The Weeknd,Take My Breath,89,2021
Dua Lipa,We're Good,90,2021
Eric Church,Hell Of A View,91,2021
Brenda Lee,Rockin' Around The Christmas Tree,92,2021
Ritt Momney,Put Your Records On,93,2021
Billie Eilish,Happier Than Ever,94,2021
Cole Swindell,Single Saturday Night,95,2021
Lainey Wilson,Things A Man Oughta Know,96,2021
BRS Kash,Throat Baby (Go Baby),97,2021
Rod Wave,Tombstone,98,2021
Chase Rice Featuring Florida Georgia Line,Drinkin' Beer. Talkin' God. Amen.,99,2021
Rauw Alejandro,Todo de Ti,100,2021
Glass Animals,Heat Waves,1,2022
Harry Styles,As It Was,2,2022
The Kid LAROI & Justin Bieber,Stay,3,2022
Adele,Easy On Me,4,2022
Ed Sheeran,Shivers,5,2022
Jack Harlow,First Class,6,2022
Latto,Big Energy,7,2022
Justin Bieber,Ghost,8,2022
Kodak Black,Super Gremlin,9,2022
Elton John & Dua Lipa,Cold Heart (PNAU Remix),10,2022
Future Featuring Drake & Tems,Wait For U,11,2022
Lizzo,About Damn Time,12,2022
Ed Sheeran,Bad Habits,13,2022
Lil Nas X,Thats What I Want,14,2022
Imagine Dragons X JID,Enemy,15,2022
Lil Nas X & Jack Harlow,Industry Baby,16,2022
GAYLE,abcdefu,17,2022
Doja Cat,Need To Know,18,2022
Morgan Wallen,Wasted On You,19,2022
Bad Bunny & Chencho Corleone,Me Porto Bonito,20,2022
Doja Cat,Woman,21,2022
Bad Bunny,Titi Me Pregunto,22,2022
Kate Bush,Running Up That Hill (A Deal With God),23,2022
"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",We Don't Talk About Bruno,24,2022
Harry Styles,Late Night Talking,25,2022
Post Malone Featuring Doja Cat,I Like You (A Happier Song),26,2022
Morgan Wallen,You Proof,27,2022
Steve Lacy,Bad Habit,28,2022
Nicky Youre & dazy,Sunroof,29,2022
Post Malone & The Weeknd,One Right Now,30,2022
Olivia Rodrigo,Good 4 U,31,2022
Em Beihold,Numb Little Bug,32,2022
Drake Featuring 21 Savage,Jimmy Cooks,33,2022
Cody Johnson,'Til You Can't,34,2022
Walker Hayes,Fancy Like,35,2022
Luke Combs,The Kind Of Love We Make,36,2022
OneRepublic,I Ain't Worried,37,2022
Beyonce,Break My Soul,38,2022
Zach Bryan,Something In The Orange,39,2022
The Weeknd & Ariana Grande,Save Your Tears,40,2022
Silk Sonic (Bruno Mars & Anderson .Paak),Smokin Out The Window,41,2022
Dua Lipa,Levitating,42,2022
Lil Baby,In A Minute,43,2022
Bad Bunny,Moscow Mule,44,2022
Doja Cat & The Weeknd,You Right,45,2022
Cole Swindell,She Had Me At Heads Carolina,46,2022
Doja Cat,Vegas,47,2022
Gunna & Future Featuring Young Thug,Pushin P,48,2022
Jordan Davis Featuring Luke Bryan,Buy Dirt,49,2022
SZA,I Hate U,50,2022
Dove Cameron,Boyfriend,51,2022
Joji,Glimpse Of Us,52,2022
Jessica Darrow,Surface Pressure,53,2022
Bailey Zimmerman,Fall In Love,54,2022
CKay,Love Nwantiti (Ah Ah Ah),55,2022
Nicki Minaj,Super Freaky Girl,56,2022
Muni Long,Hrs And Hrs,57,2022
Morgan Wallen,Sand In My Boots,58,2022
Becky G X Karol G,MAMIII,59,2022
Drake Featuring 21 Savage & Project Pat,Knife Talk,60,2022
Walker Hayes,AA,61,2022
Megan Thee Stallion & Dua Lipa,Sweetest Pie,62,2022
Karol G,Provenza,63,2022
Wizkid Featuring Justin Bieber & Tems,Essence,64,2022
Mariah Carey,All I Want For Christmas Is You,65,2022
Camila Cabello Featuring Ed Sheeran,Bam Bam,66,2022
Tyler Hubbard,5 Foot 9,67,2022
Doja Cat,Get Into It (Yuh),68,2022
Bad Bunny,Efecto,69,2022
Bailey Zimmerman,Rock And A Hard Place,70,2022
Luke Combs,Doin' This,71,2022
Adele,Oh My God,72,2022
NEIKED X Mae Muller X Polo G,Better Days,73,2022
THE ANXIETY: WILLOW & Tyler Cole,Meet Me At Our Spot,74,2022
Lauren Spencer Smith,Fingers Crossed,75,2022
Taylor Swift,All Too Well (Taylor's Version),76,2022
Bad Bunny & Rauw Alejandro,Party,77,2022
Bad Bunny,Despues de La Playa,78,2022
Chris Stapleton,You Should Probably Leave,79,2022
Brenda Lee,Rockin' Around The Christmas Tree,80,2022
Lil Durk Featuring Morgan Wallen,Broadway Girls,81,2022
Parmalee,Take My Name,82,2022
Lil Durk Featuring Gunna,What Happened To Virgil,83,2022
Future,Puffin On Zootiez,84,2022
Kane Brown,Like I Love Country Music,85,2022
Bobby Helms,Jingle Bell Rock,86,2022
Bad Bunny & Bomba Estereo,Ojitos Lindos,87,2022
Jason Aldean,Trouble With A Heartbreak,88,2022
Burl Ives,A Holly Jolly Christmas,89,2022
Doja Cat Featuring SZA,Kiss Me More,90,2022
Russell Dickerson & Jake Scott,She Likes It,91,2022
Cole Swindell / Lainey Wilson,Never Say Never,92,2022
Scotty McCreery,Damn Strait,93,2022
Tate McRae,She's All I Wanna Be,94,2022
Jon Pardi,Last Night Lonely,95,2022
ERNEST Featuring Morgan Wallen,Flower Shops,96,2022
JNR CHOI & Sam Tompkins,To The Moon!,97,2022
Sam Smith & Kim Petras,Unholy,98,2022
Kane Brown,One Mississippi,99,2022
Maren Morris,Circles Around This Town,100,2022
